         1         1  0.50000000000000E+01
         3         2  0.50000000000000E+01
         5         3  0.50000000000000E+01
         7         4  0.50000000000000E+01
         9         5  0.50000000000000E+01
        11         6  0.50000000000000E+01
        13         7  0.50000000000000E+01
        15         8  0.50000000000000E+01
        17         9  0.50000000000000E+01
        19        10  0.50000000000000E+01
        21        11  0.50000000000000E+01
        23        12  0.50000000000000E+01
        25        13  0.50000000000000E+01
        27        14  0.50000000000000E+01
        29        15  0.50000000000000E+01
        31        16  0.50000000000000E+01
        33        17  0.50000000000000E+01
        35        18  0.50000000000000E+01
        37        19  0.50000000000000E+01
        39        20  0.50000000000000E+01
