 #level   step     block  iter  sweep   residual
  1         3         1     0     1 -0.10000000000000E+01
  1         3         1     1     1 -0.10000000000000E+01
  1         3         1     2     1 -0.10000000000000E+01
  1         3         1     3     1 -0.10000000000000E+01
  1         3         1     4     1 -0.10000000000000E+01
  1         3         1     5     1 -0.10000000000000E+01
  1         6         2     0     1 -0.10000000000000E+01
  1         6         2     1     1 -0.10000000000000E+01
  1         6         2     2     1 -0.10000000000000E+01
  1         6         2     3     1 -0.10000000000000E+01
  1         6         2     4     1 -0.10000000000000E+01
  1         6         2     5     1 -0.10000000000000E+01
  1         9         3     0     1 -0.10000000000000E+01
  1         9         3     1     1 -0.10000000000000E+01
  1         9         3     2     1 -0.10000000000000E+01
  1         9         3     3     1 -0.10000000000000E+01
  1         9         3     4     1 -0.10000000000000E+01
  1         9         3     5     1 -0.10000000000000E+01
  1        12         4     0     1 -0.10000000000000E+01
  1        12         4     1     1 -0.10000000000000E+01
  1        12         4     2     1 -0.10000000000000E+01
  1        12         4     3     1 -0.10000000000000E+01
  1        12         4     4     1 -0.10000000000000E+01
  1        12         4     5     1 -0.10000000000000E+01
  1        15         5     0     1 -0.10000000000000E+01
  1        15         5     1     1 -0.10000000000000E+01
  1        15         5     2     1 -0.10000000000000E+01
  1        15         5     3     1 -0.10000000000000E+01
  1        15         5     4     1 -0.10000000000000E+01
  1        15         5     5     1 -0.10000000000000E+01
  1        18         6     0     1 -0.10000000000000E+01
  1        18         6     1     1 -0.10000000000000E+01
  1        18         6     2     1 -0.10000000000000E+01
  1        18         6     3     1 -0.10000000000000E+01
  1        18         6     4     1 -0.10000000000000E+01
  1        18         6     5     1 -0.10000000000000E+01
  1        21         7     0     1 -0.10000000000000E+01
  1        21         7     1     1 -0.10000000000000E+01
  1        21         7     2     1 -0.10000000000000E+01
  1        21         7     3     1 -0.10000000000000E+01
  1        21         7     4     1 -0.10000000000000E+01
  1        21         7     5     1 -0.10000000000000E+01
  1        24         8     0     1 -0.10000000000000E+01
  1        24         8     1     1 -0.10000000000000E+01
  1        24         8     2     1 -0.10000000000000E+01
  1        24         8     3     1 -0.10000000000000E+01
  1        24         8     4     1 -0.10000000000000E+01
  1        24         8     5     1 -0.10000000000000E+01
  1        27         9     0     1 -0.10000000000000E+01
  1        27         9     1     1 -0.10000000000000E+01
  1        27         9     2     1 -0.10000000000000E+01
  1        27         9     3     1 -0.10000000000000E+01
  1        27         9     4     1 -0.10000000000000E+01
  1        27         9     5     1 -0.10000000000000E+01
  1        30        10     0     1 -0.10000000000000E+01
  1        30        10     1     1 -0.10000000000000E+01
  1        30        10     2     1 -0.10000000000000E+01
  1        30        10     3     1 -0.10000000000000E+01
  1        30        10     4     1 -0.10000000000000E+01
  1        30        10     5     1 -0.10000000000000E+01
  1        33        11     0     1 -0.10000000000000E+01
  1        33        11     1     1 -0.10000000000000E+01
  1        33        11     2     1 -0.10000000000000E+01
  1        33        11     3     1 -0.10000000000000E+01
  1        33        11     4     1 -0.10000000000000E+01
  1        33        11     5     1 -0.10000000000000E+01
  1        36        12     0     1 -0.10000000000000E+01
  1        36        12     1     1 -0.10000000000000E+01
  1        36        12     2     1 -0.10000000000000E+01
  1        36        12     3     1 -0.10000000000000E+01
  1        36        12     4     1 -0.10000000000000E+01
  1        36        12     5     1 -0.10000000000000E+01
  1        39        13     0     1 -0.10000000000000E+01
  1        39        13     1     1 -0.10000000000000E+01
  1        39        13     2     1 -0.10000000000000E+01
  1        39        13     3     1 -0.10000000000000E+01
  1        39        13     4     1 -0.10000000000000E+01
  1        39        13     5     1 -0.10000000000000E+01
  1        42        14     0     1 -0.10000000000000E+01
  1        42        14     1     1 -0.10000000000000E+01
  1        42        14     2     1 -0.10000000000000E+01
  1        42        14     3     1 -0.10000000000000E+01
  1        42        14     4     1 -0.10000000000000E+01
  1        42        14     5     1 -0.10000000000000E+01
  1        45        15     0     1 -0.10000000000000E+01
  1        45        15     1     1 -0.10000000000000E+01
  1        45        15     2     1 -0.10000000000000E+01
  1        45        15     3     1 -0.10000000000000E+01
  1        45        15     4     1 -0.10000000000000E+01
  1        45        15     5     1 -0.10000000000000E+01
  1        48        16     0     1 -0.10000000000000E+01
  1        48        16     1     1 -0.10000000000000E+01
  1        48        16     2     1 -0.10000000000000E+01
  1        48        16     3     1 -0.10000000000000E+01
  1        48        16     4     1 -0.10000000000000E+01
  1        48        16     5     1 -0.10000000000000E+01
  1        51        17     0     1 -0.10000000000000E+01
  1        51        17     1     1 -0.10000000000000E+01
  1        51        17     2     1 -0.10000000000000E+01
  1        51        17     3     1 -0.10000000000000E+01
  1        51        17     4     1 -0.10000000000000E+01
  1        51        17     5     1 -0.10000000000000E+01
  1        54        18     0     1 -0.10000000000000E+01
  1        54        18     1     1 -0.10000000000000E+01
  1        54        18     2     1 -0.10000000000000E+01
  1        54        18     3     1 -0.10000000000000E+01
  1        54        18     4     1 -0.10000000000000E+01
  1        54        18     5     1 -0.10000000000000E+01
  1        57        19     0     1 -0.10000000000000E+01
  1        57        19     1     1 -0.10000000000000E+01
  1        57        19     2     1 -0.10000000000000E+01
  1        57        19     3     1 -0.10000000000000E+01
  1        57        19     4     1 -0.10000000000000E+01
  1        57        19     5     1 -0.10000000000000E+01
  1        60        20     0     1 -0.10000000000000E+01
  1        60        20     1     1 -0.10000000000000E+01
  1        60        20     2     1 -0.10000000000000E+01
  1        60        20     3     1 -0.10000000000000E+01
  1        60        20     4     1 -0.10000000000000E+01
  1        60        20     5     1 -0.10000000000000E+01
  1        63        21     0     1 -0.10000000000000E+01
  1        63        21     1     1 -0.10000000000000E+01
  1        63        21     2     1 -0.10000000000000E+01
  1        63        21     3     1 -0.10000000000000E+01
  1        63        21     4     1 -0.10000000000000E+01
  1        63        21     5     1 -0.10000000000000E+01
  1        66        22     0     1 -0.10000000000000E+01
  1        66        22     1     1 -0.10000000000000E+01
  1        66        22     2     1 -0.10000000000000E+01
  1        66        22     3     1 -0.10000000000000E+01
  1        66        22     4     1 -0.10000000000000E+01
  1        66        22     5     1 -0.10000000000000E+01
  1        69        23     0     1 -0.10000000000000E+01
  1        69        23     1     1 -0.10000000000000E+01
  1        69        23     2     1 -0.10000000000000E+01
  1        69        23     3     1 -0.10000000000000E+01
  1        69        23     4     1 -0.10000000000000E+01
  1        69        23     5     1 -0.10000000000000E+01
  1        72        24     0     1 -0.10000000000000E+01
  1        72        24     1     1 -0.10000000000000E+01
  1        72        24     2     1 -0.10000000000000E+01
  1        72        24     3     1 -0.10000000000000E+01
  1        72        24     4     1 -0.10000000000000E+01
  1        72        24     5     1 -0.10000000000000E+01
  1        75        25     0     1 -0.10000000000000E+01
  1        75        25     1     1 -0.10000000000000E+01
  1        75        25     2     1 -0.10000000000000E+01
  1        75        25     3     1 -0.10000000000000E+01
  1        75        25     4     1 -0.10000000000000E+01
  1        75        25     5     1 -0.10000000000000E+01
  1        78        26     0     1 -0.10000000000000E+01
  1        78        26     1     1 -0.10000000000000E+01
  1        78        26     2     1 -0.10000000000000E+01
  1        78        26     3     1 -0.10000000000000E+01
  1        78        26     4     1 -0.10000000000000E+01
  1        78        26     5     1 -0.10000000000000E+01
  1        81        27     0     1 -0.10000000000000E+01
  1        81        27     1     1 -0.10000000000000E+01
  1        81        27     2     1 -0.10000000000000E+01
  1        81        27     3     1 -0.10000000000000E+01
  1        81        27     4     1 -0.10000000000000E+01
  1        81        27     5     1 -0.10000000000000E+01
  1        84        28     0     1 -0.10000000000000E+01
  1        84        28     1     1 -0.10000000000000E+01
  1        84        28     2     1 -0.10000000000000E+01
  1        84        28     3     1 -0.10000000000000E+01
  1        84        28     4     1 -0.10000000000000E+01
  1        84        28     5     1 -0.10000000000000E+01
  1        87        29     0     1 -0.10000000000000E+01
  1        87        29     1     1 -0.10000000000000E+01
  1        87        29     2     1 -0.10000000000000E+01
  1        87        29     3     1 -0.10000000000000E+01
  1        87        29     4     1 -0.10000000000000E+01
  1        87        29     5     1 -0.10000000000000E+01
  1        90        30     0     1 -0.10000000000000E+01
  1        90        30     1     1 -0.10000000000000E+01
  1        90        30     2     1 -0.10000000000000E+01
  1        90        30     3     1 -0.10000000000000E+01
  1        90        30     4     1 -0.10000000000000E+01
  1        90        30     5     1 -0.10000000000000E+01
  1        93        31     0     1 -0.10000000000000E+01
  1        93        31     1     1 -0.10000000000000E+01
  1        93        31     2     1 -0.10000000000000E+01
  1        93        31     3     1 -0.10000000000000E+01
  1        93        31     4     1 -0.10000000000000E+01
  1        93        31     5     1 -0.10000000000000E+01
  1        96        32     0     1 -0.10000000000000E+01
  1        96        32     1     1 -0.10000000000000E+01
  1        96        32     2     1 -0.10000000000000E+01
  1        96        32     3     1 -0.10000000000000E+01
  1        96        32     4     1 -0.10000000000000E+01
  1        96        32     5     1 -0.10000000000000E+01
  1        99        33     0     1 -0.10000000000000E+01
  1        99        33     1     1 -0.10000000000000E+01
  1        99        33     2     1 -0.10000000000000E+01
  1        99        33     3     1 -0.10000000000000E+01
  1        99        33     4     1 -0.10000000000000E+01
  1        99        33     5     1 -0.10000000000000E+01
  1       102        34     0     1 -0.10000000000000E+01
  1       102        34     1     1 -0.10000000000000E+01
